"year","county","fips","total_population"
2049,"Duplin",37061,97640
2049,"Durham",37063,914626
2049,"Edgecombe",37065,64020
2049,"Forsyth",37067,948108
2049,"Franklin",37069,272394
2049,"Gaston",37071,580864
2049,"Gates",37073,19998
2049,"Graham",37075,16236
2049,"Granville",37077,163408
2049,"Greene",37079,40240
2049,"Guilford",37081,1350172
2049,"Halifax",37083,72542
2049,"Harnett",37085,404272
2049,"Haywood",37087,147068
2049,"Henderson",37089,300998
2049,"Hertford",37091,31312
2049,"Hoke",37093,164886
2049,"Hyde",37095,6398
2049,"Iredell",37097,631010
2049,"Jackson",37099,105324
2049,"Johnston",37101,751368
2049,"Jones",37103,18384
2049,"Lee",37105,169948
2049,"Lenoir",37107,94180
2049,"Lincoln",37109,251222
2049,"Macon",37113,91700
2049,"Madison",37115,47128
2049,"Martin",37117,32940
2049,"McDowell",37111,89548
2049,"Mecklenburg",37119,3359402
2049,"Mitchell",37121,27786
2049,"Montgomery",37123,51476
2049,"Moore",37125,335590
2049,"Nash",37127,190676
2049,"New Hanover",37129,632302
2049,"Northampton",37131,25424
2049,"Onslow",37133,549570
2049,"Orange",37135,376130
2049,"Pamlico",37137,22690
2049,"Pasquotank",37139,82954
2049,"Pender",37141,188630
2049,"Perquimans",37143,28344
2049,"Person",37145,81242
2049,"Pitt",37147,434192
2049,"Polk",37149,39330
2049,"Randolph",37151,328020
2049,"Richmond",37153,74292
2049,"Robeson",37155,241728
2049,"Rockingham",37157,184082
2049,"Rowan",37159,343254
2049,"Rutherford",37161,137392
2049,"Sampson",37163,117642
2049,"Scotland",37165,59346
2049,"Stanly",37167,136244
2049,"State",37000,27785898
2049,"Stokes",37169,91720
2049,"Surry",37171,140196
2049,"Swain",37173,30520
2049,"Transylvania",37175,75730
2049,"Tyrrell",37177,4868
2049,"Union",37179,826004
2049,"Vance",37181,82344
2049,"Wake",37183,3718932
2049,"Warren",37185,38154
2049,"Washington",37187,15280
2049,"Watauga",37189,127962
2049,"Wayne",37191,233930
2049,"Wilkes",37193,129864
2049,"Wilson",37195,160058
2049,"Yadkin",37197,73982
2049,"Yancey",37199,36046
2050,"Alamance",37001,461328
2050,"Alexander",37003,73510
2050,"Alleghany",37005,22906
2050,"Anson",37007,42184
2050,"Ashe",37009,53680
2050,"Avery",37011,35904
2050,"Beaufort",37013,80176
2050,"Bertie",37015,23508
2050,"Bladen",37017,58390
2050,"Brunswick",37019,520242
2050,"Buncombe",37021,711452
2050,"Burke",37023,174894
2050,"Cabarrus",37025,738892
2050,"Caldwell",37027,162518
2050,"Camden",37029,26464
2050,"Carteret",37031,160762
2050,"Caswell",37033,39368
2050,"Catawba",37035,384606
2050,"Chatham",37037,231090
2050,"Cherokee",37039,70196
2050,"Chowan",37041,27542
2050,"Clay",37043,29542
2050,"Cleveland",37045,214916
2050,"Columbus",37047,87098
2050,"Craven",37049,205278
2050,"Cumberland",37051,700094
2050,"Currituck",37053,134808
2050,"Dare",37055,101400
2050,"Davidson",37057,426660
2050,"Davie",37059,113682
2050,"Duplin",37061,97644
2050,"Durham",37063,923864
2050,"Edgecombe",37065,62860
2050,"Forsyth",37067,954992
2050,"Franklin",37069,277046
2050,"Gaston",37071,584714
2050,"Gates",37073,19998
2050,"Graham",37075,16242
2050,"Granville",37077,164864
2050,"Greene",37079,40240
2050,"Guilford",37081,1360648
2050,"Halifax",37083,71690
2050,"Harnett",37085,408816
2050,"Haywood",37087,147854
2050,"Henderson",37089,303594
2050,"Hertford",37091,31026
2050,"Hoke",37093,166846
2050,"Hyde",37095,6312
2050,"Iredell",37097,639850
2050,"Jackson",37099,106038
2050,"Johnston",37101,761194
2050,"Jones",37103,18384
2050,"Lee",37105,171426
2050,"Lenoir",37107,93626
2050,"Lincoln",37109,253756
2050,"Macon",37113,92308
2050,"Madison",37115,47280
2050,"Martin",37117,32572
2050,"McDowell",37111,89548
2050,"Mecklenburg",37119,3399052
2050,"Mitchell",37121,27720
2050,"Montgomery",37123,51468
2050,"Moore",37125,340194
2050,"Nash",37127,190676
2050,"New Hanover",37129,638294
2050,"Northampton",37131,25104
2050,"Onslow",37133,554394
2050,"Orange",37135,378896
2050,"Pamlico",37137,22620
2050,"Pasquotank",37139,82958
2050,"Pender",37141,190672
2050,"Perquimans",37143,28348
2050,"Person",37145,81262
2050,"Pitt",37147,438678
2050,"Polk",37149,39332
2050,"Randolph",37151,329368
2050,"Richmond",37153,73904
2050,"Robeson",37155,241780
2050,"Rockingham",37157,184080
2050,"Rowan",37159,344906
2050,"Rutherford",37161,137712
2050,"Sampson",37163,117642
2050,"Scotland",37165,59086
2050,"Stanly",37167,136644
2050,"State",37000,28025638
2050,"Stokes",37169,91720
2050,"Surry",37171,140102
2050,"Swain",37173,30586
2050,"Transylvania",37175,76060
2050,"Tyrrell",37177,4818
2050,"Union",37179,838764
2050,"Vance",37181,82342
2050,"Wake",37183,3770812
2050,"Warren",37185,38164
2050,"Washington",37187,15196
2050,"Watauga",37189,129228
2050,"Wayne",37191,233930
2050,"Wilkes",37193,130080
2050,"Wilson",37195,160730
2050,"Yadkin",37197,73982
2050,"Yancey",37199,36012
